sno,adate,rollno,h1,h2,h3,h4,h5,h6,h7,h8,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,remarks
2234,2019-01-21,173B1A0562,a,a,a,a,a,a,NULL,NULL,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-07,BTECH-CSE-R16-2-2-A-07,BTECH-CSE-R16-2-2-A-07,NULL,NULL,NULL
2235,2019-01-21,173B1A0563,p,p,p,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-07,BTECH-CSE-R16-2-2-A-07,BTECH-CSE-R16-2-2-A-07,NULL,NULL,NULL
2236,2019-01-21,173B1A0564,p,p,p,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-07,BTECH-CSE-R16-2-2-A-07,BTECH-CSE-R16-2-2-A-07,NULL,NULL,NULL
2237,2019-01-21,173B1A0565,p,p,p,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-07,BTECH-CSE-R16-2-2-A-07,BTECH-CSE-R16-2-2-A-07,NULL,NULL,NULL
2238,2019-01-21,173B1A0566,a,a,a,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-07,BTECH-CSE-R16-2-2-A-07,BTECH-CSE-R16-2-2-A-07,NULL,NULL,NULL
2239,2019-01-21,173B1A0567,p,p,p,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-07,BTECH-CSE-R16-2-2-A-07,BTECH-CSE-R16-2-2-A-07,NULL,NULL,NULL
2240,2019-01-21,173B1A0568,p,p,p,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-07,BTECH-CSE-R16-2-2-A-07,BTECH-CSE-R16-2-2-A-07,NULL,NULL,NULL
2241,2019-01-21,173B1A0569,p,p,p,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-07,BTECH-CSE-R16-2-2-A-07,BTECH-CSE-R16-2-2-A-07,NULL,NULL,NULL
2242,2019-01-21,173B1A0570,p,p,p,a,a,a,NULL,NULL,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-07,BTECH-CSE-R16-2-2-A-07,BTECH-CSE-R16-2-2-A-07,NULL,NULL,NULL
2243,2019-01-21,173B1A0571,p,p,p,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-07,BTECH-CSE-R16-2-2-A-07,BTECH-CSE-R16-2-2-A-07,NULL,NULL,NULL
2244,2019-01-21,173B1A0572,a,a,a,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-07,BTECH-CSE-R16-2-2-A-07,BTECH-CSE-R16-2-2-A-07,NULL,NULL,NULL
2245,2019-01-21,173B1A0573,p,p,p,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-07,BTECH-CSE-R16-2-2-A-07,BTECH-CSE-R16-2-2-A-07,NULL,NULL,NULL
2246,2019-01-21,173B1A0574,p,p,p,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-07,BTECH-CSE-R16-2-2-A-07,BTECH-CSE-R16-2-2-A-07,NULL,NULL,NULL
2247,2019-01-21,173B1A0575,p,p,p,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-07,BTECH-CSE-R16-2-2-A-07,BTECH-CSE-R16-2-2-A-07,NULL,NULL,NULL
2248,2019-01-21,173B1A0576,p,p,p,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-07,BTECH-CSE-R16-2-2-A-07,BTECH-CSE-R16-2-2-A-07,NULL,NULL,NULL
2249,2019-01-21,173B1A0577,p,p,p,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-07,BTECH-CSE-R16-2-2-A-07,BTECH-CSE-R16-2-2-A-07,NULL,NULL,NULL
2250,2019-01-21,173B1A0578,p,p,p,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-07,BTECH-CSE-R16-2-2-A-07,BTECH-CSE-R16-2-2-A-07,NULL,NULL,NULL
2251,2019-01-21,173B1A0579,p,p,p,a,a,a,NULL,NULL,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-07,BTECH-CSE-R16-2-2-A-07,BTECH-CSE-R16-2-2-A-07,NULL,NULL,NULL
2252,2019-01-21,173B1A0580,p,p,p,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-07,BTECH-CSE-R16-2-2-A-07,BTECH-CSE-R16-2-2-A-07,NULL,NULL,NULL
2253,2019-01-21,173B1A0581,a,a,a,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-07,BTECH-CSE-R16-2-2-A-07,BTECH-CSE-R16-2-2-A-07,NULL,NULL,NULL
2254,2019-01-21,173B1A0582,p,p,p,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-07,BTECH-CSE-R16-2-2-A-07,BTECH-CSE-R16-2-2-A-07,NULL,NULL,NULL
2255,2019-01-21,173B1A0583,p,p,p,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-07,BTECH-CSE-R16-2-2-A-07,BTECH-CSE-R16-2-2-A-07,NULL,NULL,NULL
2256,2019-01-21,173B1A0584,p,p,p,p,p,p,NULL,NULL,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-07,BTECH-CSE-R16-2-2-A-07,BTECH-CSE-R16-2-2-A-07,NULL,NULL,NULL
2257,2019-01-21,173B1A0585,p,p,p,a,a,a,NULL,NULL,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-08,BTECH-CSE-R16-2-2-A-07,BTECH-CSE-R16-2-2-A-07,BTECH-CSE-R16-2-2-A-07,NULL,NULL,NULL
2258,2019-01-22,183B5A0501,p,p,NULL,p,p,a,a,a,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,NULL
2259,2019-01-22,183B5A0502,p,p,NULL,a,a,p,p,p,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,NULL
2260,2019-01-22,183B5A0503,p,p,NULL,p,p,p,p,p,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,NULL
2261,2019-01-22,183B5A0504,a,a,NULL,a,a,p,p,p,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,NULL
2262,2019-01-22,183B5A0505,p,p,NULL,p,p,p,p,p,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,NULL
2263,2019-01-22,183B5A0506,p,p,NULL,p,p,a,a,a,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,NULL
2264,2019-01-22,173B1A0501,p,p,NULL,p,p,p,p,p,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,NULL
2265,2019-01-22,173B1A0502,p,p,NULL,p,p,p,p,p,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,NULL
2266,2019-01-22,173B1A0503,p,p,NULL,p,p,p,p,p,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,NULL
2267,2019-01-22,173B1A0504,p,p,NULL,p,p,p,p,p,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,NULL
2268,2019-01-22,173B1A0505,a,a,NULL,p,p,a,a,a,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,NULL
2269,2019-01-22,173B1A0506,p,p,NULL,a,a,p,p,p,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,NULL
2270,2019-01-22,173B1A0507,p,p,NULL,p,p,p,p,p,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,NULL
2271,2019-01-22,173B1A0508,p,p,NULL,p,p,p,p,p,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,NULL
2272,2019-01-22,173B1A0509,p,p,NULL,p,p,a,a,a,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,NULL
2273,2019-01-22,173B1A0510,p,p,NULL,p,p,a,a,a,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,NULL
2274,2019-01-22,173B1A0511,p,p,NULL,p,p,p,p,p,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,NULL
2275,2019-01-22,173B1A0512,p,p,NULL,p,p,p,p,p,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,NULL
2276,2019-01-22,173B1A0513,p,p,NULL,a,a,p,p,p,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,NULL
2277,2019-01-22,173B1A0514,p,p,NULL,p,p,p,p,p,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,NULL
2278,2019-01-22,173B1A0515,p,p,NULL,p,p,a,a,a,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,NULL
2279,2019-01-22,173B1A0516,p,p,NULL,p,p,p,p,p,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,NULL
2280,2019-01-22,173B1A0517,p,p,NULL,p,p,p,p,p,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,NULL
2281,2019-01-22,173B1A0518,p,p,NULL,p,p,p,p,p,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,NULL
2282,2019-01-22,173B1A0519,p,p,NULL,p,p,a,a,a,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,NULL
2283,2019-01-22,173B1A0520,p,p,NULL,p,p,p,p,p,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,NULL
2284,2019-01-22,173B1A0521,p,p,NULL,p,p,p,p,p,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,NULL
2285,2019-01-22,173B1A0522,p,p,NULL,p,p,p,p,p,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,NULL
2286,2019-01-22,173B1A0523,p,p,NULL,a,a,p,p,p,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,NULL
2287,2019-01-22,173B1A0524,a,a,NULL,p,p,a,a,a,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,NULL
2288,2019-01-22,173B1A0525,p,p,NULL,p,p,p,p,p,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,NULL
2289,2019-01-22,173B1A0526,p,p,NULL,p,p,p,p,p,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,NULL
2290,2019-01-22,173B1A0527,p,p,NULL,p,p,p,p,p,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,NULL
2291,2019-01-22,173B1A0528,p,p,NULL,p,p,p,p,p,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,NULL
2292,2019-01-22,173B1A0529,a,a,NULL,p,p,a,a,a,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,NULL
2293,2019-01-22,173B1A0530,p,p,NULL,a,a,p,p,p,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,NULL
2294,2019-01-22,173B1A0531,p,p,NULL,p,p,p,p,p,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,NULL
2295,2019-01-22,173B1A0532,p,p,NULL,p,p,p,p,p,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,NULL
2296,2019-01-22,173B1A0534,p,p,NULL,p,p,a,a,a,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,NULL
2297,2019-01-22,173B1A0535,a,a,NULL,p,p,p,p,p,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,NULL
2298,2019-01-22,173B1A0536,p,p,NULL,p,p,p,p,p,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,NULL
2299,2019-01-22,173B1A0537,p,p,NULL,p,p,p,p,p,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,NULL
2300,2019-01-22,173B1A0538,p,p,NULL,p,p,a,a,a,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,NULL
2301,2019-01-22,173B1A0539,p,p,NULL,a,a,p,p,p,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,NULL
2302,2019-01-22,173B1A0540,p,p,NULL,p,p,p,p,p,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,NULL
2303,2019-01-22,173B1A0541,p,p,NULL,p,p,p,p,p,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,NULL
2304,2019-01-22,173B1A0542,p,p,NULL,p,p,a,a,a,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,NULL
2305,2019-01-22,173B1A0543,p,p,NULL,p,p,p,p,p,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,NULL
2306,2019-01-22,173B1A0544,p,p,NULL,p,p,p,p,p,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,NULL
2307,2019-01-22,173B1A0545,p,p,NULL,p,p,p,p,p,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,NULL
2308,2019-01-22,173B1A0546,a,a,NULL,p,p,p,p,p,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,NULL
2309,2019-01-22,173B1A0547,p,p,NULL,p,p,a,a,a,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,NULL
2310,2019-01-22,173B1A0548,p,p,NULL,p,p,p,p,p,BTECH-CSE-R16-2-2-A-05,BTECH-CSE-R16-2-2-A-05,NULL,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-04,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,BTECH-CSE-R16-2-2-A-03,NULL
